163.152.161.52,0,51.516,2956
163.152.161.52,5,34.048,2125
163.152.161.52,6,33.502,1486
163.152.161.52,1,249.981,613
163.152.161.52,2,218.158,530
163.152.161.52,9,38.402,8135
163.152.161.52,3,242.131,337
163.152.161.52,10,44.704,4476
163.152.161.52,11,33.452,2425
163.152.161.52,4,286.611,318
163.152.161.52,7,201.155,574
163.152.161.52,12,41.47,4079
163.152.161.52,8,181.876,1446
163.152.161.52,13,89.758,28667
163.152.161.52,14,58.911,17987
163.152.161.52,15,53.794,9751
163.152.161.52,16,34.115,9643
163.152.161.52,17,31.827,14269
163.152.161.52,18,33.804,9176
163.152.161.52,19,33.884,8412
163.152.161.52,20,28.746,3323
163.152.161.52,21,27.419,7681
163.152.161.52,22,28.541,7402
163.152.161.52,23,28.63,3828
163.152.161.52,24,48.114,3898
163.152.161.52,25,36.524,6345
163.152.161.52,26,25.23,4045
163.152.161.52,27,27.699,6283
163.152.161.52,28,28.252,5842
163.152.161.52,29,27.713,4414
163.152.161.52,30,32.012,5722
163.152.161.52,31,27.975,6068
163.152.161.52,32,34.307,5682
163.152.161.52,33,26.731,4084
163.152.161.52,34,30.007,4192
163.152.161.52,35,36.009,5438
163.152.161.52,36,37.1,7198
163.152.161.52,37,27.272,5570
163.152.161.52,38,30.92,4167
163.152.161.52,39,28.741,5182
163.152.161.52,40,26.473,5001
163.152.161.52,41,28.205,3355
163.152.161.52,42,26.744,4140
163.152.161.52,43,28.084,4819
163.152.161.52,44,26.303,3832
163.152.161.52,45,26.709,2297
163.152.161.52,46,28.27,3035
163.152.161.52,47,28.672,9967
163.152.161.52,48,30.092,5959
163.152.161.52,49,27.936,3750
163.152.161.52,50,29.667,3691
163.152.161.52,51,28.208,8476
163.152.161.52,52,31.115,4995
163.152.161.52,53,25.716,2919
163.152.161.52,54,27.057,3216
163.152.161.52,55,28.209,12242
163.152.161.52,56,28.499,5478
163.152.161.52,57,25.741,2930
163.152.161.52,58,28.987,2712
163.152.161.52,59,30.733,8328
163.152.161.52,60,27.383,4696
163.152.161.52,61,28.317,2200
163.152.161.52,62,30.381,4152
163.152.161.52,63,30.09,3846
163.152.161.52,64,47.271,5932
163.152.161.52,65,42.887,5123
163.152.161.52,66,36.27,3272
163.152.161.52,67,37.912,7254
163.152.161.52,68,37.682,4629
163.152.161.52,69,29.495,3061
163.152.161.52,70,42.528,3325
163.152.161.52,71,28.391,5885
163.152.161.52,72,31.797,8391
163.152.161.52,73,31.228,4251
163.152.161.52,74,31.989,3550
163.152.161.52,75,28.928,7445
163.152.161.52,76,29.751,5409
163.152.161.52,77,30.862,3725
163.152.161.52,78,26.716,3920
163.152.161.52,79,31.083,8536
163.152.161.52,80,31.646,6351
163.152.161.52,81,29.446,3561
163.152.161.52,82,27.664,4246
163.152.161.52,83,29.96,9609
163.152.161.52,84,31.221,5582
163.152.161.52,85,27.83,3449
163.152.161.52,86,28.838,3263
163.152.161.52,87,32.06,10910
163.152.161.52,88,31.023,4789
163.152.161.52,89,31.115,2792
163.152.161.52,90,34.593,2634
163.152.161.52,91,31.234,8076
163.152.161.52,92,31.969,5798
163.152.161.52,93,37.392,3031
163.152.161.52,94,31.261,2846
163.152.161.52,95,33.013,8425
163.152.161.52,96,34.567,6697
163.152.161.52,97,27.53,2289
163.152.161.52,98,31.884,4959
163.152.161.52,99,30.525,13718
163.152.161.52,100,30.111,10091
163.152.161.52,101,27.784,5747
163.152.161.52,102,25.847,9045
163.152.161.52,103,28.285,14555
163.152.161.52,104,35.165,16083
163.152.161.52,105,31.178,9828
163.152.161.52,106,29.534,9991
163.152.161.52,107,33.228,13777
163.152.161.52,108,30.735,11117
163.152.161.52,109,28.589,6798
163.152.161.52,110,31.414,8117
163.152.161.52,111,29.377,15215
163.152.161.52,112,32.774,15059
163.152.161.52,113,27.978,9438
163.152.161.52,114,29.962,10724
163.152.161.52,115,38.757,9941
163.152.161.52,116,54.534,13374
163.152.161.52,117,38.382,9261
163.152.161.52,118,52.141,6589
163.152.161.52,119,79.839,4129
163.152.161.52,120,80.894,7715
163.152.161.52,121,67.129,5733
163.152.161.52,122,54.514,3442
163.152.161.52,123,37.611,3552
163.152.161.52,124,39.875,4589
163.152.161.52,125,44.775,2915
163.152.161.52,126,48.307,3226
163.152.161.52,127,37.488,6473
163.152.161.52,128,35.267,8815
163.152.161.52,129,28.958,3961
163.152.161.52,130,38.089,5194
163.152.161.52,131,33.627,4858
163.152.161.52,132,31.932,5524
163.152.161.52,133,31.713,5286
163.152.161.52,134,35.798,3371
163.152.161.52,135,30.833,4141
163.152.161.52,136,102.759,4450
163.152.161.52,137,69.865,4483
163.152.161.52,138,36.482,2360
163.152.161.52,139,43.38,7729
163.152.161.52,140,43.569,4073
163.152.161.52,141,35.067,2104
163.152.161.52,142,31.991,1539
163.152.161.52,143,31.039,9683
163.152.161.52,144,33.908,5762
163.152.161.52,145,27.58,1307
163.152.161.52,146,28.545,1322
163.152.161.52,147,32.29,9893
163.152.161.52,148,57.389,4329
163.152.161.52,149,63.085,2634
163.152.161.52,150,31.015,2520
163.152.161.52,151,32.894,9670
163.152.161.52,152,32.267,4862
163.152.161.52,153,29.835,2764
163.152.161.52,154,32.036,2647
163.152.161.52,155,32.722,10388
163.152.161.52,156,67.762,4682
163.152.161.52,157,34.973,2776
163.152.161.52,158,28.338,2710
163.152.161.52,159,35.086,10995
163.152.161.52,160,68.537,4699
163.152.161.52,161,35.231,2608
163.152.161.52,162,28.353,2860
163.152.161.52,163,33.452,10566
163.152.161.52,164,31.378,5418
163.152.161.52,165,120.657,2771
163.152.161.52,166,87.577,2468
163.152.161.52,167,110.234,10483
163.152.161.52,168,77.137,3702
163.152.161.52,169,43.614,1930
163.152.161.52,170,31.413,1946
163.152.161.52,171,30.913,11005
163.152.161.52,172,25.797,3834
163.152.161.52,173,37.934,1942
163.152.161.52,174,29.885,1939
163.152.161.52,175,78.048,11651
163.152.161.52,176,162.895,3664
163.152.161.52,177,129.97,1799
163.152.161.52,178,96.541,1876
163.152.161.52,179,66.104,11579
163.152.161.52,180,33.247,5247
163.152.161.52,181,30.275,1948
163.152.161.52,182,30.857,1948
163.152.161.52,183,32.776,12124
163.152.161.52,184,33.284,5500
163.152.161.52,185,46.654,3528
163.152.161.52,186,37.515,3726
163.152.161.52,187,36.539,12440
163.152.161.52,188,42.65,5371
163.152.161.52,189,100.477,3589
163.152.161.52,190,67.525,3770
163.152.161.52,191,37.356,12531
163.152.161.52,192,34.968,5411
163.152.161.52,193,35.902,3642
163.152.161.52,194,40.432,3748
163.152.161.52,195,55.539,12938
163.152.161.52,196,29.827,5530
163.152.161.52,197,78.08,3566
163.152.161.52,198,45.106,3790
163.152.161.52,199,50.334,12520
163.152.161.52,200,67.885,5964
163.152.161.52,201,34.95,4119
163.152.161.52,202,26.308,3640
163.152.161.52,203,32.659,12760
163.152.161.52,204,34.868,5548
163.152.161.52,205,33.632,3888
163.152.161.52,206,29.873,3803
163.152.161.52,207,42.151,12616
163.152.161.52,208,29.623,5931
163.152.161.52,209,28.393,3809
163.152.161.52,210,27.815,3639
163.152.161.52,211,38.846,12883
163.152.161.52,212,32.082,5336
163.152.161.52,213,28.206,3622
163.152.161.52,214,26.643,3499
163.152.161.52,215,35.367,11813
163.152.161.52,216,29.693,6409
163.152.161.52,217,26.328,3982
163.152.161.52,218,46.71,3962
163.152.161.52,219,31.579,12999
163.152.161.52,220,34.578,6574
163.152.161.52,221,38.205,3912
163.152.161.52,222,28.484,4264
163.152.161.52,223,34.751,12549
163.152.161.52,224,40.949,7987
163.152.161.52,225,29.749,4748
163.152.161.52,226,27.19,4818
163.152.161.52,227,31.216,12414
163.152.161.52,228,49.004,6167
163.152.161.52,229,75.571,4121
163.152.161.52,230,42.216,4000
163.152.161.52,231,38.175,12397
163.152.161.52,232,29.772,5842
163.152.161.52,233,30.407,3921
163.152.161.52,234,27.563,4185
163.152.161.52,235,42.43,12911
163.152.161.52,236,112.55,7097
163.152.161.52,237,79.624,4483
163.152.161.52,238,46.578,4888
163.152.161.52,239,53.919,13485
163.152.161.52,240,48.791,7398
163.152.161.52,241,53.586,5064
163.152.161.52,242,39.477,5086
163.152.161.52,243,39.358,13211
163.152.161.52,244,291.661,7342
163.152.161.52,245,275.225,5072
163.152.161.52,246,242.185,3255
163.152.161.52,247,831.403,38145
163.152.161.52,248,799.136,9457
163.152.161.52,249,764.721,3542
163.152.161.52,250,908.789,4838
163.152.161.52,251,879.101,12671
163.152.161.52,252,847.495,9854
163.152.161.52,253,1485.71,7638
163.152.161.52,254,1452.82,4591
163.152.161.52,255,1420.65,5243
163.152.161.52,256,1388.24,9827
163.152.161.52,257,1787.7,8725
163.152.161.52,258,1881.68,5132
163.152.161.52,259,1850.4,5651
163.152.161.52,260,1819.22,10123
163.152.161.52,261,1786.03,7799
163.152.161.52,262,1753.96,5110
163.152.161.52,263,2033.81,5574
163.152.161.52,264,2007.96,11272
163.152.161.52,265,1975.64,8004
163.152.161.52,266,1942.72,4965
163.152.161.52,267,1912.4,5094
163.152.161.52,268,1897.08,10984
163.152.161.52,269,1864.83,7620
163.152.161.52,270,1831.59,4990
163.152.161.52,271,1798.85,4650
163.152.161.52,272,1768.88,10559
163.152.161.52,273,1735.99,6952
163.152.161.52,274,1703.19,4392
163.152.161.52,275,1674.96,4655
163.152.161.52,276,1643.93,10033
163.152.161.52,277,1611.63,8223
163.152.161.52,278,1578.56,4720
163.152.161.52,279,1558.45,5505
163.152.161.52,280,1536.62,12069
163.152.161.52,281,1505.49,11832
163.152.161.52,282,1472.71,7433
163.152.161.52,283,1440.63,7334
163.152.161.52,284,1409.24,12153
163.152.161.52,285,1376.89,8589
163.152.161.52,286,1344.01,5423
163.152.161.52,287,1311.7,5579
163.152.161.52,288,1280.14,12434
163.152.161.52,289,1247.57,8435
163.152.161.52,290,1215.32,5615
163.152.161.52,291,1182.25,5364
163.152.161.52,292,1152.86,12538
163.152.161.52,293,1120.51,8250
163.152.161.52,294,1088.13,5527
163.152.161.52,295,1055.22,5634
163.152.161.52,296,1023.93,12351
163.152.161.52,297,990.766,8291
163.152.161.52,298,958.833,5391
163.152.161.52,299,926.485,5369
163.152.161.52,300,894.882,12168
163.152.161.52,301,862.65,8255
163.152.161.52,302,849.058,5524
163.152.161.52,303,816.364,5487
163.152.161.52,304,784.843,12297
163.152.161.52,305,752.738,8830
163.152.161.52,306,728.904,5583
163.152.161.52,307,695.875,5554
163.152.161.52,308,665.236,12299
163.152.161.52,309,641.614,8091
